-82.02,-13.80666667,-56.88666667
-81.96666667,-13.80666667,-56.83333333
-81.92666667,-13.80666667,-56.79333333
-81.89333333,-13.80666667,-56.78
-81.88666667,-13.80666667,-56.76
-81.86,-13.80666667,-56.72666667
-81.86,-13.80666667,-56.73333333
-81.84,-13.80666667,-56.70666667
-81.82666667,-13.80666667,-56.7
-81.82666667,-13.80666667,-56.7
-81.82,-13.8,-56.68666667
-81.8,-13.80666667,-56.66666667
-81.79333333,-13.80666667,-56.66
-81.79333333,-13.80666667,-56.66
-81.79333333,-13.80666667,-56.65333333
-81.78,-13.80666667,-56.65333333
-81.77333333,-13.80666667,-56.64
-81.77333333,-13.81333333,-56.64
-81.78,-13.80666667,-56.64
-81.77333333,-13.80666667,-56.62666667
-81.76,-13.80666667,-56.62666667
-81.76,-13.80666667,-56.62666667
-81.74,-13.81333333,-56.60666667
-81.74,-13.80666667,-56.60666667
-81.74,-13.80666667,-56.60666667
-81.73333333,-13.80666667,-56.6
-81.74,-13.80666667,-56.60666667
-81.73333333,-13.80666667,-56.6
-81.73333333,-13.80666667,-56.6
-81.72666667,-13.81333333,-56.6
-81.70666667,-13.80666667,-56.58666667
-81.71333333,-13.81333333,-56.58
-81.70666667,-13.80666667,-56.58
-82.52,-12.9,-56.76
-82.60666667,-12.76,-56.76
-84.75333333,-8.78,-55.77333333
-85.14,-1.206666667,-50.56
-85.09333333,5.926666667,-49.24
-83.83333333,10.49333333,-48.3
-83.02666667,13.55333333,-48.29333333
-80.42666667,18.84666667,-51.01333333
-75.92,22.65333333,-53.45333333
-71.30666667,24.59333333,-54.58666667
-67.76,25.57333333,-55.34
-64.05333333,25.86666667,-55.44
-58.44666667,25.25333333,-54.75333333
-53.07333333,22.98666667,-53.02
-47.74666667,19.42666667,-52.00666667
-44.32666667,16.43333333,-52.5
-44.07333333,14.94666667,-50.39333333
-44.48,13.77333333,-48.32666667
-44.10666667,13.04,-48.00666667
-43.51333333,12.34666667,-48.18666667
-42.66666667,11.87333333,-48.93333333
-41.91333333,11.29333333,-49.65333333
-41.11333333,11.24666667,-51.08666667
-39.58666667,10.80666667,-54.46666667
-38.71333333,10.46666667,-57.54
-38.49333333,10.34666667,-58.46
-38.4,10.44,-59.36666667
-38.33333333,10.44,-59.89333333
-38.53333333,11.02,-60.14666667
-39.14666667,12.46666667,-60.57333333
-39.82666667,13.80666667,-60.92
-39.89333333,14.02,-60.78
-39.92666667,14.1,-60.68666667
-40.18666667,14.67333333,-60.56
-41.39333333,16.51333333,-61.04666667
-42.73333333,18.32,-60.94
-43.44666667,19.14666667,-60.86
-44.07333333,19.89333333,-61.36
-44.58666667,20.44,-61.79333333
-45.34,21.13333333,-62
-45.54,21.22,-63.44666667
-44.29333333,19.84666667,-65.31333333
-45.48,20.82666667,-65.67333333
-50.12666667,23.88666667,-66.33333333
-55.3,25.97333333,-66.85333333
-59.33333333,26.84,-66.92666667
-63.66,27.28,-66.37333333
-67.12666667,27.15333333,-65.28666667
-70.08,26.70666667,-64.22666667
-74.48,25.16666667,-62.8
-78.62666667,22.78,-62.52
-82.02,19.94,-62.2
-85.05333333,16.18666667,-63.12
-87.22,12.51333333,-64.58
-88.48,8.1,-66.5
-89.28,4.253333333,-67.05333333
-89.29333333,0.593333333,-67.27333333
-89.00666667,-1.74,-68.33333333
-88.78666667,-3.133333333,-68.26666667
-88.72,-4.246666667,-67.78
-88.59333333,-4.64,-67.78666667
-88.52666667,-4.806666667,-67.96666667
-88.44,-5.053333333,-68.03333333
-88.41333333,-5.18,-68
-88.42,-5.113333333,-67.98666667
-88.50666667,-4.806666667,-67.86666667
-88.84666667,-3.426666667,-67.75333333
-89.14,-1.493333333,-67.35333333
-89.46666667,1.42,-66.93333333
-88.96666667,6.32,-65.66
-87.77333333,11.14,-64.81333333
-85.03333333,16.18666667,-62.69333333
-81.64666667,20.39333333,-61.68666667
-77.44,23.63333333,-60.02
-73.35333333,25.22666667,-56.43333333
-68.98,25.84,-53.16666667
-64.1,25.28666667,-49.97333333
-59.62,24.43333333,-48.49333333
-55.38666667,22.30666667,-46.37333333
-49.95333333,19.31333333,-45.76
-45.28666667,15.40666667,-45.55333333
-41.98,6.133333333,-43.46
-40.8,3.806666667,-44.09333333
-41.07333333,1.126666667,-43.43333333
-43.6,-1.013333333,-40.65333333
-47.16,-1.226666667,-37.86
-51.78666667,0.486666667,-35.38666667
-56.67333333,1.973333333,-33.96666667
-60.79333333,2.76,-33.6
-64.13333333,2.953333333,-33.78
-68.17333333,3.786666667,-34.66
-72.68,4.473333333,-36.46
-75.86666667,5.093333333,-38.36
-78.92,5.733333333,-40.8
-81.04,5.953333333,-42.89333333
-83.21333333,6.653333333,-45.68
-84.53333333,6.946666667,-47.73333333
-85.38666667,6.74,-49.11333333
-86.16666667,6.46,-50.50666667
-86.4,6.193333333,-50.88
-85.61333333,5.706666667,-49.12666667
-83.69333333,4.986666667,-45.86666667
-81.06,5.193333333,-42.72
-78.15333333,5.366666667,-40.04
